Name,Address,Price,Apartment Units,Distance,Info,Rating,Tags
430 Kelton,"430 Kelton Ave, Los Angeles, California(CA) 90024","3,130","[{'bedroom': '1', 'price': '3,130'}, {'bedroom': '2', 'price': '4,570'}]",16.39km,"{'walking': '232', 'cycling': '66', 'transit': '80', 'driving': '23'}",4.5(24),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator']"
433 Midvale,"433 Midvale Ave, Los Angeles, California(CA) 90024","1,100","[{'bedroom': '3', 'price': '1,100'}, {'bedroom': '4', 'price': '1,100'}, {'bedroom': '2', 'price': '1,189'}]",16.35km,"{'walking': '230', 'cycling': '67', 'transit': '64', 'driving': '23'}",2.8(55),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'Collect parcels on behalf of others' ']"
Centinela,"4971 S Centinela Ave, Los Angeles, California(CA) 90066","1,371","[{'bedroom': 'Single', 'price': '1,371'}]",12.75km,"{'walking': '208', 'cycling': '57', 'transit': '65', 'driving': '25'}",3.3(100),"['With window view', 'Free service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With elevator', 'Available for short-term rental ']"
512 Veteran Avenue,"512 Veteran Avenue, Los Angeles, California(CA) 90024","1,300","[{'bedroom': 'Single', 'price': '1,300'}]",16.43km,"{'walking': '255', 'cycling': '65', 'transit': '65', 'driving': '22'}",2.5(24),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
LUCE,"7290 Edinger Ave, Huntington Beach, California(CA) 92647","2,638","[{'bedroom': 'Studio', 'price': '2,638'}, {'bedroom': '1', 'price': '2,643'}, {'bedroom': '2', 'price': '3,691'}]",41.79km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",5.0(18),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
San Vicente Tower,"220 San Vicente Blvd, Santa Monica, California(CA) 90402","3,087","[{'bedroom': '1', 'price': '3,087'}, {'bedroom': '2', 'price': '3,450'}, {'bedroom': '3', 'price': '9,294'}]",21.12km,"{'walking': '300', 'cycling': '87', 'transit': '68', 'driving': '25'}",2.5(71),"['With window view', 'Free service fee', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Package collection', 'Allow maintenance pet']"
Terraces at Paseo Colorado,"375 E Green St, Los Angeles, California(CA) 91101","2,485","[{'bedroom': 'Studio', 'price': '2,485'}, {'bedroom': '1', 'price': '2,550'}, {'bedroom': '2', 'price': '4,140'}]",18.79km,"{'walking': '268', 'cycling': '76', 'transit': '69', 'driving': '26'}",5.0(69),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'With gym' , 'Pets allowed', 'Package collection']"
EI Greco Lofts,"1030 Tiverton Ave, Los Angeles, California(CA) 90024","2,275","[{'bedroom': 'Studio', 'price': '2,275'}]",15.17km,"{'walking': '216', 'cycling': '65', 'transit': '59', 'driving': '24'}",4.8(85),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'With gym' , 'Collect parcels']"
1022 Tiverton,"1022 Tiverton Ave, Los Angeles, California(CA) 90024","2,295","[{'bedroom': 'Studio', 'price': '2,295'}]",15.16km,"{'walking': '216', 'cycling': '64', 'transit': '61', 'driving': '24'}",3.8(40),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'With gym' ]"
2020 Cloverfield Blvd #6,"2020 Cloverfield Blvd #6, Santa Monica, California(CA) 90404",960,"[{'bedroom': 'Single', 'price': '960'}]",16.79km,"{'walking': '231', 'cycling': '69', 'transit': '44', 'driving': '21'}",5.0(17),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Free regular cleaning', 'Close to public transportation ', 'walk to school', 'near supermarket']"
3117 virginia ave,"3117 Virginia Avenue, Santa Monica, California(CA) 90404","1,700","[{'bedroom': 'Single', 'price': '1,700'}]",15.98km,"{'walking': '241', 'cycling': '66', 'transit': '46', 'driving': '19'}",2.9(17),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
12028 Wilshire Blvd #404,"12028 Wilshire Blvd #404, Los Angeles, California(CA) 90025","1,095","[{'bedroom': 'Single', 'price': '1,095'}]",16.92km,"{'walking': '233', 'cycling': '68', 'transit': '59', 'driving': '22'}",2.8(41),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'Close to supermarket' , 'with indoor washing and drying']"
10630 Wilkins Ave #304,"10630 Wilkins Ave, #304, Los Angeles, California(CA) 90024","1,145","[{'bedroom': 'Single', 'price': '1,145'}, {'bedroom': '3', 'price': '2,035'}]",14.11km,"{'walking': '198', 'cycling': '62', 'transit': '75', 'driving': '24'}",4.7(44),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Near bus', 'With indoor laundry bake']"
Bonner,"5544 Bonner Ave, Los Angeles, California(CA) 91601","1,423","[{'bedroom': 'Single', 'price': '1,423'}]",18.49km,"{'walking': '351', 'cycling': '93', 'transit': '57', 'driving': '34'}",4.1(25),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Short-term rental available']"
Matteson,"12602 Matteson Ave, Los Angeles, California(CA) 90066","1,284","[{'bedroom': 'Single', 'price': '1,284'}]",14.09km,"{'walking': '218', 'cycling': '57', 'transit': '74', 'driving': '24'}",3.5(100),"['With window view', 'Free service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With elevator', 'Available for short-term rental ']"
Venice,"12518 Venice Blvd., Los Angeles, California(CA) 90066","1,650","[{'bedroom': 'Single', 'price': '1,650'}]",14.06km,"{'walking': '214', 'cycling': '56', 'transit': '48', 'driving': '23'}",4.9(85),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator']"
1440 S Centinela Ave,"1440 South Centinela Avenue, Los Angeles, California(CA) 90025","1,550","[{'bedroom': '2', 'price': '1,550'}]",16.82km,"{'walking': '228', 'cycling': '69', 'transit': '55', 'driving': '24'}",3.4(51),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
1913 Overland Ave #5,"1913 Overland Ave #5, Los Angeles, California(CA) 90025","1,460","[{'bedroom': 'Single', 'price': '1,460'}]",13.87km,"{'walking': '189', 'cycling': '58', 'transit': '88', 'driving': '21'}",2.5(27),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Near supermarket', 'Near bus' ]"
1445 Yale St #6,"1445 Yale St #6, Santa Monica, California(CA) 90404",815,"[{'bedroom': 'Single', 'price': '815'}]",17.12km,"{'walking': '234', 'cycling': '69', 'transit': '50', 'driving': '22'}",2.9(11),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With furniture', 'Near the park' , 'near supermarket']"
2020 Cloverfield Blvd,"2020 Cloverfield Blvd #5, Santa Monica, California(CA) 90404",990,"[{'bedroom': '2', 'price': '990'}]",16.79km,"{'walking': '231', 'cycling': '69', 'transit': '44', 'driving': '21'}",4.8(57),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Near supermarket', 'Walking to school' ', 'near bus']"
2488 Sawtelle Blvd,"2488 Sawtelle Blvd #202, Los Angeles, California(CA) 90064","1,510","[{'bedroom': '2', 'price': '1,510'}]",14.03km,"{'walking': '193', 'cycling': '57', 'transit': '101', 'driving': '18'}",4.4(61),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Villa Coronado,"100 Ambazar, Irvine, California(CA) 92614","2,645","[{'bedroom': '1', 'price': '2,645'}, {'bedroom': '2', 'price': '3,115'}]",56.79km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.0(51),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Vista Real,"27260 Los Altos, Mission Viejo, California(CA) 92691","2,635","[{'bedroom': '1', 'price': '2,635'}, {'bedroom': '2', 'price': '3,190'}, {'bedroom': '3', 'price': '4,085'}]",76.4km,"{'walking': '1271', 'cycling': '339', 'transit': '152', 'driving': '61'}",4.5(83),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With indoor washing and drying', 'With Air conditioning', 'With gym']"
Elements 616,"616 Esplanade, Los Angeles, California(CA) 90277","2,900","[{'bedroom': 'Studio', 'price': '2,900'}, {'bedroom': '1', 'price': '3,200'}, {'bedroom': '2', 'price': '4,300'}]",23.21km,"{'walking': '351', 'cycling': '121', 'transit': '96', 'driving': '39'}",4.8(81),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
VÉDA,"4735 Sepulveda Blvd, Los Angeles, California(CA) 91403","2,199","[{'bedroom': '1', 'price': '2,199'}, {'bedroom': '2', 'price': '2,499'}]",22.59km,"{'walking': '389', 'cycling': '119', 'transit': '96', 'driving': '30'}",3.8(68),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' ]"
Pinecrest Apartments,"15040 Leffingwell Road, Los Angeles, California(CA) 90638","1,595","[{'bedroom': '1', 'price': '1,595'}]",27.46km,"{'walking': '375', 'cycling': '107', 'transit': '93', 'driving': '43'}",3.2(37),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Thea at Metropolis,"1000 W 8th St, Los Angeles, California(CA) 90017","2,899","[{'bedroom': 'Studio', 'price': '2,899'}, {'bedroom': '1', 'price': '3,909'}, {'bedroom': '2', 'price': '5,350'}, {'bedroom': '3', 'price': '6,580'}]",3.4km,"{'walking': '51', 'cycling': '16', 'transit': '27', 'driving': '9'}",3.9(77),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Package collection']"
8TH+HOPE,"801 South Hope Street, Los Angeles, California(CA) 90017","2,151","[{'bedroom': '1', 'price': '2,151'}, {'bedroom': '2', 'price': '3,098'}, {'bedroom': '3', 'price': '5,081'}]",3.45km,"{'walking': '49', 'cycling': '14', 'transit': '20', 'driving': '13'}",4.2(2),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'Package collection', 'With gym', 'Pets allowed' ']"
Mercantile Lofts,"620 S. Main St, Los Angeles, California(CA) 90014","3,195","[{'bedroom': '1', 'price': '3,195'}]",4.05km,"{'walking': '63', 'cycling': '20', 'transit': '22', 'driving': '16'}",2.1(71),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Eighth & Grand,"770 S Grand Ave, Los Angeles, California(CA) 90017","2,321","[{'bedroom': '1', 'price': '2,321'}, {'bedroom': 'Studio', 'price': '2,336'}, {'bedroom': '2', 'price': '3,636'}]",3.71km,"{'walking': '55', 'cycling': '16', 'transit': '22', 'driving': '12'}",3.5(68),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'Package collection', 'With gym', 'Pets allowed' ']"
Broadway Lofts,"430 S Broadway, Los Angeles, California(CA) 90013","1,920","[{'bedroom': 'Studio', 'price': '1,920'}, {'bedroom': '1', 'price': '2,145'}, {'bedroom': '2', 'price': '2,595'}]",4.38km,"{'walking': '66', 'cycling': '21', 'transit': '45', 'driving': '15'}",2.7(2),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Arpeggio Pasadena,"325 Cordova St, Pasadena, California(CA) 91101","2,630","[{'bedroom': '1', 'price': '2,630'}, {'bedroom': '2', 'price': '3,505'}]",18.58km,"{'walking': '263', 'cycling': '75', 'transit': '93', 'driving': '24'}",4.4(13),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'Package collection', 'Pets allowed' ']"
Haven Apartments,"11924 Washington Blvd, Los Angeles, California(CA) 90066","2,465","[{'bedroom': 'Studio', 'price': '2,465'}, {'bedroom': '1', 'price': '3,525'}, {'bedroom': '2', 'price': '4,593'}, {'bedroom': '3', 'price': '5,925'}]",12.98km,"{'walking': '186', 'cycling': '57', 'transit': '62', 'driving': '24'}",3.4(44),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Pets allowed']"
nVe,"639 N Fairfax Ave, Los Angeles, California(CA) 90036","2,555","[{'bedroom': 'Studio', 'price': '2,555'}, {'bedroom': '1', 'price': '3,295'}, {'bedroom': '2', 'price': '4,490'}]",9.76km,"{'walking': '161', 'cycling': '47', 'transit': '68', 'driving': '27'}",2.6(4),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Pets allowed', 'Package collection ']"
The Weddington,"11058 W Chandler Blvd, Los Angeles, California(CA) 91601","2,262","[{'bedroom': '1', 'price': '2,262'}, {'bedroom': '2', 'price': '3,260'}]",18.18km,"{'walking': '316', 'cycling': '92', 'transit': '57', 'driving': '31'}",3.0(32),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
THEO,"289 N. El Molino Avenue, Los Angeles, California(CA) 91101","2,750","[{'bedroom': '1', 'price': '2,750'}, {'bedroom': '2', 'price': '3,275'}]",19.66km,"{'walking': '279', 'cycling': '78', 'transit': '75', 'driving': '27'}",3.4(30),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Trio Apartments,"44 N. Madison Avenue, Los Angeles, California(CA) 91101","2,342","[{'bedroom': 'Studio', 'price': '2,342'}, {'bedroom': '1', 'price': '2,750'}, {'bedroom': '2', 'price': '3,211'}]",19.37km,"{'walking': '275', 'cycling': '76', 'transit': '74', 'driving': '28'}",3.6(94),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' ]"
The 505,"505 W 31st St, Los Angeles, California(CA) 90007","3,000","[{'bedroom': '2', 'price': '3,000'}, {'bedroom': 'Studio', 'price': '3,600'}, {'bedroom': '1', 'price': '4,600'}]",0.54km,"{'walking': '9', 'cycling': '3', 'transit': '9', 'driving': '5'}",4.5(58),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With indoor washing and drying', 'With gym', 'Brand new apartment ', 'Pets allowed']"
Sentral DTLA at 732 S. Spring,"732 S. Spring Street, Los Angeles, California(CA) 90014","1,949","[{'bedroom': 'Studio', 'price': '1,949'}, {'bedroom': '1', 'price': '2,785'}, {'bedroom': '3', 'price': '4,002'}, {'bedroom': '2', 'price': '4,172'}]",3.81km,"{'walking': '60', 'cycling': '19', 'transit': '39', 'driving': '17'}",3.4(62),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Sentral DTLA at 755 S. Spring,"755 S. Spring Street, Los Angeles, California(CA) 90014","2,575","[{'bedroom': 'Studio', 'price': '2,121'}, {'bedroom': '2', 'price': '3,471'}, {'bedroom': '3', 'price': '6,597'}]",3.59km,"{'walking': '55', 'cycling': '17', 'transit': '23', 'driving': '13'}",4.1(63),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
AVA Little Tokyo,"236 S Los Angeles St, Los Angeles, California(CA) 90012","2,165","[{'bedroom': '1', 'price': '2,165'}, {'bedroom': '2', 'price': '3,135'}]",4.84km,"{'walking': '81', 'cycling': '25', 'transit': '37', 'driving': '15'}",4.5(98),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Package collection']"
"Violet on Virgil 2, 136 S Virgil Ave(BG)","136 S Virgil Ave, Los Angeles, California(CA) 90004","3,160","[{'bedroom': '1', 'price': '3,160'}]",5.5km,"{'walking': '81', 'cycling': '28', 'transit': '40', 'driving': '20'}",5.0(85),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'With furniture', 'Flexible lease period', 'Flexible rent starting point', 'Short-term rental available']"
"Mozaic at Union Station, 880 N Alameda St(BG)","880 N Alameda St, Los Angeles, California(CA) 90012","4,550","[{'bedroom': '1', 'price': '4,550'}]",5.87km,"{'walking': '88', 'cycling': '29', 'transit': '34', 'driving': '15'}",4.3(14),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'With furniture', 'Flexible lease period', 'Flexible rent starting point', 'Short-term rental available']"
Ferrante,"300 N Beaudry Avenue, Los Angeles, California(CA) 90012","2,195","[{'bedroom': 'Studio', 'price': '2,195'}, {'bedroom': '1', 'price': '2,615'}, {'bedroom': '2', 'price': '3,615'}]",5.31km,"{'walking': '79', 'cycling': '27', 'transit': '49', 'driving': '15'}",4.6(94),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
11937 Avon Way(BG),"11937 Avon Way, Los Angeles, California(CA) 90066","3,080","[{'bedroom': '1', 'price': '3,080'}]",12.87km,"{'walking': '188', 'cycling': '59', 'transit': '50', 'driving': '22'}",2.3(97),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'Furnished', 'Flexible lease period', 'Flexible rent starting price' ', 'Available for short-term rental']"
2039 Las Palmas(BG),"2039 Las Palmas, Los Angeles, California(CA) 90068","2,500","[{'bedroom': '1', 'price': '2,500'}]",10.69km,"{'walking': '178', 'cycling': '55', 'transit': '58', 'driving': '27'}",2.8(32),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator', 'With furniture', 'Flexible rental period' , 'Flexible rent', 'Short-term rental available']"
Ardmore Hollywood Apartment,"Hollywood Ardmore, Los Angeles, California(CA) 90028","1,125","[{'bedroom': '2', 'price': '1,125'}]",10.18km,"{'walking': '164', 'cycling': '49', 'transit': '64', 'driving': '27'}",4.4(28),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money', 'Short-term rental available', 'Flexible lease period available for short-term rental', 'Swimming pool', 'Furnished', 'Miscellaneous charges included', 'Gym', 'Exclusive check-in package in a foreign country']"
1626 Malcolm Ave(BG),"1626 Malcolm Ave, Los Angeles, California(CA) 90024","4,220","[{'bedroom': '2', 'price': '4,220'}]",14.46km,"{'walking': '200', 'cycling': '61', 'transit': '52', 'driving': '23'}",2.9(1),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator', 'With furniture', 'Flexible rental period' , 'Flexible rent', 'Short-term rental available']"
Downtown Los Angeles,"1660 Hillhurst Ave, Los Angeles, California(CA) 90027","3,445","[{'bedroom': '1', 'price': '3,445'}]",8.78km,"{'walking': '114', 'cycling': '36', 'transit': '47', 'driving': '28'}",4.8(54),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
803 W 30th St,"803 W 30th St, Los Angeles, California(CA) 90007","2,240","[{'bedroom': '1', 'price': '2,240'}]",0.62km,"{'walking': '10', 'cycling': '3', 'transit': '10', 'driving': '4'}",3.2(44),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1211 W 28th St,"1211 W 28th St, Los Angeles, California(CA) 90007","2,185","[{'bedroom': '1', 'price': '2,185'}, {'bedroom': '2', 'price': '2,800'}]",0.82km,"{'walking': '15', 'cycling': '4', 'transit': '11', 'driving': '5'}",3.2(96),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
2666 Ellendale Pl,"2666 Ellendale Pl, Los Angeles, California(CA) 90007","1,840","[{'bedroom': 'Studio', 'price': '1,840'}, {'bedroom': '2', 'price': '3,275'}]",0.98km,"{'walking': '16', 'cycling': '5', 'transit': '16', 'driving': '5'}",4.8(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1238 W Adams Blvd,"1238 W Adams Blvd, Los Angeles, California(CA) 90007","1,850","[{'bedroom': 'Studio', 'price': '1,850'}, {'bedroom': '1', 'price': '2,125'}, {'bedroom': '2', 'price': '3,275'}, {'bedroom': '3', 'price': '4,300'}]",1.15km,"{'walking': '18', 'cycling': '6', 'transit': '18', 'driving': '6'}",3.3(52),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Jasper,"2528 S GRAND AVENUE, Los Angeles, California(CA) 90007","1,995","[{'bedroom': 'Studio', 'price': '1,995'}, {'bedroom': '1', 'price': '2,350'}, {'bedroom': '2', 'price': '3,375'}]",1.3km,"{'walking': '23', 'cycling': '6', 'transit': '18', 'driving': '7'}",3.6(63),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money', 'With indoor washing and drying', 'With gym', 'Allow maintenance pet']"
2150 S Oak St,"2150 S Oak St, Los Angeles, California(CA) 90007","1,665","[{'bedroom': 'Studio', 'price': '1,665'}, {'bedroom': '1', 'price': '2,070'}, {'bedroom': '2', 'price': '2,700'}]",1.33km,"{'walking': '21', 'cycling': '6', 'transit': '21', 'driving': '6'}",2.4(56),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1423 Magnolia Ave,"1423 Magnolia Avenue, Los Angeles, California(CA) 90006","1,700","[{'bedroom': 'Studio', 'price': '1,350'}, {'bedroom': '1', 'price': '1,700'}]",2.59km,"{'walking': '40', 'cycling': '12', 'transit': '17', 'driving': '9'}",3.4(60),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Short-term rental available']"
E on Hoover,"1157 South Hoover Street, Los Angeles, California(CA) 90006","1,850","[{'bedroom': 'Studio', 'price': '1,850'}, {'bedroom': '1', 'price': '2,300'}]",3.08km,"{'walking': '45', 'cycling': '12', 'transit': '23', 'driving': '11'}",3.7(100),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
OLiVE DTLA,"1243 S Olive Street, Los Angeles, California(CA) 90015","2,080","[{'bedroom': 'Studio', 'price': '2,080'}, {'bedroom': '1', 'price': '2,300'}, {'bedroom': '2', 'price': '2,800'}]",2.76km,"{'walking': '48', 'cycling': '13', 'transit': '25', 'driving': '11'}",4.5(56),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Packard Lofts,"1000 South Hope Street, Los Angeles, California(CA) 90015","2,495","[{'bedroom': 'Studio', 'price': '2,495'}, {'bedroom': '1', 'price': '2,595'}, {'bedroom': '2', 'price': '2,675'}]",3.2km,"{'walking': '53', 'cycling': '13', 'transit': '25', 'driving': '13'}",3.1(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1000grandbywindsor,"1000 S Grand Ave, Los Angeles, California(CA) 90015","2,455","[{'bedroom': '1', 'price': '2,455'}]",3.16km,"{'walking': '49', 'cycling': '14', 'transit': '24', 'driving': '12'}",3.2(16),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Decollage Apartments,"3057 W Pico Blvd, Los Angeles, California(CA) 90006","2,750","[{'bedroom': '1', 'price': '2,750'}, {'bedroom': '2', 'price': '3,150'}]",3.49km,"{'walking': '66', 'cycling': '19', 'transit': '55', 'driving': '13'}",2.7(57),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Alina Los Angeles,"700 W 9th St, Los Angeles, California(CA) 90015","2,300","[{'bedroom': '2', 'price': '2,300'}]",3.39km,"{'walking': '49', 'cycling': '14', 'transit': '23', 'driving': '13'}",3.7(68),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Next on Sixth Apartments,"620 S Virgil Ave, Los Angeles, California(CA) 90005","2,050","[{'bedroom': 'Studio', 'price': '2,050'}, {'bedroom': '1', 'price': '2,565'}, {'bedroom': '2', 'price': '3,277'}]",4.56km,"{'walking': '61', 'cycling': '19', 'transit': '34', 'driving': '15'}",4.0(36),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Pets allowed']"
888 Grand Hope Park,"888 SOUTH HOPE STREET, Los Angeles, California(CA) 90015","2,180","[{'bedroom': 'Studio', 'price': '2,180'}, {'bedroom': '1', 'price': '2,518'}, {'bedroom': '2', 'price': '3,943'}]",3.45km,"{'walking': '51', 'cycling': '15', 'transit': '24', 'driving': '13'}",2.1(6),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Package collection', 'With gym', 'Brand new apartment' , 'Pets allowed']"
Apex The One,"900 SOUTH FIGUEROA STREET, Los Angeles, California(CA) 90015","2,571","[{'bedroom': 'Studio', 'price': '2,571'}, {'bedroom': '1', 'price': '2,620'}, {'bedroom': '2', 'price': '3,915'}]",3.33km,"{'walking': '47', 'cycling': '14', 'transit': '20', 'driving': '12'}",4.0(63),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' , 'Collect parcels']"
720 S. Alvarado St,"720 South Alvarado Street, Los Angeles, California(CA) 90057","1,375","[{'bedroom': 'Studio', 'price': '1,375'}]",3.78km,"{'walking': '58', 'cycling': '17', 'transit': '20', 'driving': '15'}",3.3(5),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Broadway Lofts,"430 South Broadway, Los Angeles, California(CA) 90013","1,770","[{'bedroom': 'Studio', 'price': '1,770'}, {'bedroom': '1', 'price': '2,095'}, {'bedroom': '2', 'price': '2,900'}]",4.37km,"{'walking': '76', 'cycling': '23', 'transit': '32', 'driving': '16'}",4.3(91),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Be Dtla,"1120 W 6th Street, Los Angeles, California(CA) 90017","2,149","[{'bedroom': 'Studio', 'price': '2,149'}, {'bedroom': '1', 'price': '2,324'}, {'bedroom': '3', 'price': '2,419'}, {'bedroom': '2', 'price': '3,284'}]",4km,"{'walking': '64', 'cycling': '20', 'transit': '37', 'driving': '11'}",2.9(15),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Pets allowed', 'Package collection ']"
Mercantile Lofts,"620 South Main Street, Los Angeles, California(CA) 90014","2,450","[{'bedroom': 'Studio', 'price': '2,450'}]",4.05km,"{'walking': '63', 'cycling': '20', 'transit': '22', 'driving': '16'}",3.9(45),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
422 South Lake,"422 South Lake Street, Los Angeles, California(CA) 90057","2,471","[{'bedroom': '2', 'price': '2,471'}]",4.51km,"{'walking': '68', 'cycling': '20', 'transit': '33', 'driving': '17'}",3.1(69),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
